car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
77.0,2.0,55,1,1,1,2,2,1,93.7,157.3,64.4,50.8,1918.0,3,1,92.0,2,2.97,3.23,9.4,68.0,5500.0,37.0,41.0,107780.0
78.0,2.0,56,1,1,1,2,2,1,93.7,157.3,64.4,50.8,1944.0,3,1,92.0,2,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,123780.0
80.0,1.0,57,1,2,1,2,2,1,93.0,157.3,63.8,50.8,2145.0,3,1,98.0,8,3.03,3.39,7.6,102.0,5500.0,24.0,30.0,153780.0
81.0,3.0,58,1,2,1,2,2,1,96.3,173.0,65.4,49.4,2370.0,3,1,110.0,8,3.17,3.46,7.5,116.0,5500.0,23.0,30.0,199180.0
82.0,3.0,57,1,1,1,2,2,1,96.3,173.0,65.4,49.4,2328.0,3,1,122.0,2,3.35,3.46,8.5,88.0,5000.0,25.0,32.0,169980.0
83.0,3.0,59,1,2,1,2,2,1,95.9,173.2,66.3,50.2,2833.0,3,1,156.0,8,3.58,3.86,7.0,145.0,5000.0,19.0,24.0,252580.0
84.0,3.0,57,1,2,1,2,2,1,95.9,173.2,66.3,50.2,2921.0,3,1,156.0,8,3.59,3.86,7.0,145.0,5000.0,19.0,24.0,297380.0
85.0,3.0,58,1,2,1,2,2,1,95.9,173.2,66.3,50.2,2926.0,3,1,156.0,8,3.59,3.86,7.0,145.0,5000.0,19.0,24.0,289780.0
87.0,1.0,60,1,1,2,3,2,1,96.3,172.4,65.4,51.6,2405.0,3,1,122.0,2,3.35,3.46,8.5,88.0,5000.0,25.0,32.0,163780.0
88.0,1.0,59,1,2,2,3,2,1,96.3,172.4,65.4,51.6,2403.0,3,1,110.0,8,3.17,3.46,7.5,116.0,5500.0,23.0,30.0,185580.0
90.0,1.0,61,1,1,1,3,2,1,94.5,165.3,63.8,54.5,1889.0,3,1,97.0,2,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,109980.0
92.0,1.0,62,1,1,1,3,2,1,94.5,165.3,63.8,54.5,1918.0,3,1,97.0,2,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,132980.0
93.0,1.0,63,1,1,2,3,2,1,94.5,165.3,63.8,54.5,1938.0,3,1,97.0,2,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,136980.0
94.0,1.0,64,1,1,2,4,2,1,94.5,170.2,63.8,53.5,2024.0,3,1,97.0,2,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,146980.0
97.0,1.0,63,1,1,2,3,2,1,94.5,165.3,63.8,54.5,1971.0,3,1,97.0,2,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,149980.0
98.0,1.0,65,1,1,2,4,2,1,94.5,170.2,63.8,53.5,2037.0,3,1,97.0,2,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,159980.0
99.0,2.0,66,1,1,1,5,2,1,95.1,162.4,63.8,53.3,2008.0,3,1,97.0,2,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,164980.0
100.0,0.0,62,1,1,2,2,2,1,97.2,173.4,65.2,54.7,2324.0,3,1,120.0,2,3.33,3.47,8.5,97.0,5200.0,27.0,34.0,178980.0
101.0,0.0,67,1,1,2,3,2,1,97.2,173.4,65.2,54.7,2302.0,3,1,120.0,2,3.33,3.47,8.5,97.0,5200.0,27.0,34.0,190980.0
102.0,0.0,68,1,1,2,3,2,1,100.4,181.7,66.5,55.1,3095.0,2,2,181.0,1,3.43,3.27,9.0,152.0,5200.0,17.0,22.0,269980.0
103.0,0.0,69,1,1,2,4,2,1,100.4,184.6,66.5,56.1,3296.0,2,2,181.0,1,3.43,3.27,9.0,152.0,5200.0,17.0,22.0,287980.0
104.0,0.0,70,1,1,2,3,2,1,100.4,184.6,66.5,55.1,3060.0,2,2,181.0,1,3.43,3.27,9.0,152.0,5200.0,19.0,25.0,269980.0
105.0,3.0,71,1,1,1,2,1,1,91.3,170.7,67.9,49.7,3071.0,2,2,181.0,1,3.43,3.27,9.0,160.0,5200.0,19.0,25.0,343980.0
106.0,3.0,72,1,2,1,2,1,1,91.3,170.7,67.9,49.7,3139.0,2,2,181.0,1,3.43,3.27,7.8,200.0,5200.0,17.0,23.0,393980.0
107.0,1.0,66,1,1,1,2,1,1,99.2,178.5,67.9,49.7,3139.0,2,2,181.0,1,3.43,3.27,9.0,160.0,5200.0,19.0,25.0,367980.0
109.0,0.0,73,2,2,2,3,1,1,107.9,186.7,68.4,56.7,3197.0,5,1,152.0,7,3.7,3.52,21.0,95.0,4150.0,28.0,33.0,264000.0
110.0,0.0,74,1,1,2,4,1,1,114.2,198.9,68.4,58.7,3230.0,5,1,120.0,1,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,248800.0
111.0,0.0,75,2,2,2,4,1,1,114.2,198.9,68.4,58.7,3430.0,5,1,152.0,7,3.7,3.52,21.0,95.0,4150.0,25.0,25.0,277200.0
112.0,0.0,75,1,1,2,3,1,1,107.9,186.7,68.4,56.7,3075.0,5,1,120.0,1,3.46,2.19,8.4,95.0,5000.0,19.0,24.0,311600.0
114.0,0.0,75,1,1,2,4,1,1,114.2,198.9,68.4,56.7,3285.0,5,1,120.0,1,3.46,2.19,8.4,95.0,5000.0,19.0,24.0,333900.0
115.0,0.0,76,2,2,2,4,1,1,114.2,198.9,68.4,58.7,3485.0,5,1,152.0,7,3.7,3.52,21.0,95.0,4150.0,25.0,25.0,341500.0
116.0,0.0,75,1,1,2,3,1,1,107.9,186.7,68.4,56.7,3075.0,5,1,120.0,1,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,332600.0
117.0,0.0,75,2,2,2,3,1,1,107.9,186.7,68.4,56.7,3252.0,5,1,152.0,7,3.7,3.52,21.0,95.0,4150.0,28.0,33.0,359000.0
118.0,0.0,77,1,2,2,3,1,1,108.0,186.7,68.3,56.0,3130.0,5,1,134.0,1,3.61,3.21,7.0,142.0,5600.0,18.0,24.0,363000.0
119.0,1.0,78,1,1,1,2,2,1,93.7,157.3,63.8,50.8,1918.0,3,1,90.0,2,2.97,3.23,9.4,68.0,5500.0,37.0,41.0,111440.0
120.0,1.0,79,1,2,1,2,2,1,93.7,157.3,63.8,50.8,2128.0,3,1,98.0,8,3.03,3.39,7.6,102.0,5500.0,24.0,30.0,159140.0
121.0,1.0,78,1,1,2,2,2,1,93.7,157.3,63.8,50.6,1967.0,3,1,90.0,2,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,124580.0
122.0,1.0,80,1,1,2,3,2,1,93.7,167.3,63.8,50.8,1989.0,3,1,90.0,2,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,133840.0
123.0,1.0,81,1,1,2,3,2,1,93.7,167.3,63.8,50.8,2191.0,3,1,98.0,2,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,152180.0
125.0,3.0,82,1,2,1,2,1,1,95.9,173.2,66.3,50.2,2818.0,3,1,156.0,8,3.59,3.86,7.0,145.0,5000.0,19.0,24.0,255280.0
127.0,3.0,83,1,1,1,5,1,2,89.5,168.9,65.0,51.6,2756.0,6,2,194.0,1,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,650560.0
128.0,3.0,84,1,1,1,5,1,2,89.5,168.9,65.0,51.6,2756.0,6,2,194.0,1,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,680560.0
129.0,3.0,85,1,1,1,1,1,2,89.5,168.9,65.0,51.6,2800.0,6,2,194.0,1,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,740560.0
130.0,1.0,84,1,1,1,2,1,1,98.4,175.7,72.3,50.5,3366.0,7,6,203.0,1,3.94,3.11,10.0,288.0,5750.0,17.0,28.0,628010.0
131.0,0.0,86,1,1,2,4,2,1,96.1,181.5,66.5,55.2,2579.0,3,1,132.0,1,3.46,3.9,8.7,90.0,5100.0,23.0,31.0,185900.0
132.0,2.0,87,1,1,1,2,2,1,96.1,176.8,66.6,50.5,2460.0,3,1,132.0,1,3.46,3.9,8.7,90.0,5100.0,23.0,31.0,197900.0
135.0,3.0,88,1,1,1,2,2,1,99.1,186.6,66.5,56.1,2707.0,3,1,121.0,1,2.54,2.07,9.3,110.0,5250.0,21.0,28.0,300800.0
136.0,2.0,89,1,1,2,3,2,1,99.1,186.6,66.5,56.1,2758.0,3,1,121.0,1,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,310200.0
137.0,3.0,89,1,2,1,2,2,1,99.1,186.6,66.5,56.1,2808.0,1,1,121.0,1,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,363000.0
138.0,2.0,90,1,2,2,3,2,1,99.1,186.6,66.5,56.1,2847.0,1,1,121.0,1,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,372400.0
139.0,2.0,91,1,1,1,2,2,1,93.7,156.9,63.4,53.7,2050.0,6,1,97.0,2,3.62,2.36,9.0,69.0,4900.0,31.0,36.0,102360.0
141.0,2.0,92,1,1,1,2,3,1,93.3,157.3,63.8,55.7,2240.0,6,1,108.0,2,3.62,2.64,8.7,73.0,4400.0,26.0,31.0,152060.0
142.0,0.0,91,1,1,2,3,2,1,97.2,172.0,65.4,52.5,2145.0,6,1,108.0,2,3.62,2.64,9.5,82.0,4800.0,32.0,37.0,142520.0
143.0,0.0,93,1,1,2,3,2,1,97.2,172.0,65.4,52.5,2190.0,6,1,108.0,2,3.62,2.64,9.5,82.0,4400.0,28.0,33.0,155500.0
144.0,0.0,94,1,1,2,3,2,1,97.2,172.0,65.4,52.5,2340.0,6,1,108.0,1,3.62,2.64,9.0,94.0,5200.0,26.0,32.0,199200.0
145.0,0.0,95,1,1,2,3,3,1,97.0,172.0,65.4,54.3,2385.0,6,1,108.0,2,3.62,2.64,9.0,82.0,4800.0,24.0,25.0,184660.0
147.0,0.0,96,1,1,2,4,2,1,97.0,173.5,65.4,53.0,2290.0,6,1,108.0,2,3.62,2.64,9.0,82.0,4800.0,28.0,32.0,149260.0
148.0,0.0,97,1,1,2,4,2,1,97.0,173.5,65.4,53.0,2455.0,6,1,108.0,1,3.62,2.64,9.0,94.0,5200.0,25.0,31.0,203960.0
149.0,0.0,92,1,1,2,4,3,1,96.9,173.6,65.4,54.9,2420.0,6,1,108.0,2,3.62,2.64,9.0,82.0,4800.0,23.0,29.0,160260.0
150.0,0.0,92,1,2,2,4,3,1,96.9,173.6,65.4,54.9,2650.0,6,1,108.0,1,3.62,2.64,7.7,111.0,4800.0,23.0,23.0,233880.0
153.0,1.0,98,1,1,2,2,2,1,95.7,158.7,63.6,54.5,2015.0,3,1,92.0,2,3.05,3.03,9.0,62.0,4800.0,31.0,38.0,129760.0
154.0,0.0,99,1,1,2,4,2,1,95.7,169.7,63.6,59.1,2280.0,3,1,92.0,2,3.05,3.03,9.0,62.0,4800.0,31.0,37.0,138360.0
155.0,0.0,100,1,1,2,4,3,1,95.7,169.7,63.6,59.1,2290.0,3,1,92.0,2,3.05,3.03,9.0,62.0,4800.0,27.0,32.0,157960.0
156.0,0.0,101,1,1,2,4,3,1,95.7,169.7,63.6,59.1,3110.0,3,1,92.0,2,3.05,3.03,9.0,62.0,4800.0,27.0,32.0,175560.0
157.0,0.0,102,1,1,2,3,2,1,95.7,166.3,64.4,53.0,2081.0,3,1,98.0,2,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,138760.0
159.0,0.0,103,2,1,2,3,2,1,95.7,166.3,64.4,53.0,2275.0,3,1,110.0,7,3.27,3.35,22.5,56.0,4500.0,34.0,36.0,157960.0
160.0,0.0,104,2,1,2,2,2,1,95.7,166.3,64.4,52.8,2275.0,3,1,110.0,7,3.27,3.35,22.5,56.0,4500.0,38.0,47.0,155760.0
161.0,0.0,103,1,1,2,3,2,1,95.7,166.3,64.4,53.0,2094.0,3,1,98.0,2,3.19,3.03,9.0,70.0,4800.0,38.0,47.0,154760.0
162.0,0.0,104,1,1,2,2,2,1,95.7,166.3,64.4,52.8,2122.0,3,1,98.0,2,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,167160.0
164.0,1.0,105,1,1,1,3,1,1,94.5,168.7,64.0,52.6,2169.0,3,1,98.0,2,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,161160.0
165.0,1.0,103,1,1,1,2,1,1,94.5,168.7,64.0,52.6,2204.0,3,1,98.0,2,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,164760.0
166.0,1.0,106,1,1,1,3,1,1,94.5,168.7,64.0,52.6,2265.0,1,1,98.0,1,3.24,3.08,9.4,112.0,6600.0,26.0,29.0,185960.0
167.0,1.0,107,1,1,1,2,1,1,94.5,168.7,64.0,52.6,2300.0,1,1,98.0,1,3.24,3.08,9.4,112.0,6600.0,26.0,29.0,190760.0
168.0,2.0,108,1,1,1,5,1,1,98.4,176.2,65.6,52.0,2540.0,3,1,146.0,1,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,168980.0
169.0,2.0,104,1,1,1,5,1,1,98.4,176.2,65.6,52.0,2536.0,3,1,146.0,1,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,192780.0
170.0,2.0,109,1,1,1,2,1,1,98.4,176.2,65.6,52.0,2551.0,3,1,146.0,1,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,199780.0
171.0,2.0,110,1,1,1,5,1,1,98.4,176.2,65.6,52.0,2679.0,3,1,146.0,1,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,223980.0
172.0,2.0,104,1,1,1,2,1,1,98.4,176.2,65.6,52.0,2714.0,3,1,146.0,1,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,230980.0
173.0,2.0,111,1,1,1,1,1,1,98.4,176.2,65.6,53.0,2975.0,3,1,146.0,1,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,353380.0
175.0,-1.0,112,2,2,2,3,2,1,102.4,175.6,66.5,54.9,2480.0,3,1,110.0,7,3.27,3.35,22.5,73.0,4500.0,30.0,33.0,213960.0
178.0,-1.0,102,1,1,2,2,2,1,102.4,175.6,66.5,53.9,2458.0,3,1,122.0,1,3.31,3.54,8.7,92.0,4200.0,27.0,32.0,224960.0
180.0,3.0,103,1,1,1,2,1,1,102.9,183.5,67.7,52.0,3016.0,1,2,171.0,1,3.27,3.35,9.3,161.0,5200.0,19.0,24.0,319960.0
181.0,-1.0,109,1,1,2,3,1,1,104.5,187.8,66.5,54.1,3131.0,1,2,171.0,1,3.27,3.35,9.2,156.0,5200.0,20.0,24.0,313800.0
183.0,2.0,113,2,1,1,3,2,1,97.3,171.7,65.5,55.7,2261.0,3,1,97.0,7,3.01,3.4,23.0,52.0,4800.0,37.0,46.0,155500.0
185.0,2.0,114,2,1,2,3,2,1,97.3,171.7,65.5,55.7,2264.0,3,1,97.0,7,3.01,3.4,23.0,52.0,4800.0,37.0,46.0,159900.0
186.0,2.0,115,1,1,2,3,2,1,97.3,171.7,65.5,55.7,2212.0,3,1,109.0,1,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,163900.0
187.0,2.0,116,1,1,2,3,2,1,97.3,171.7,65.5,55.7,2275.0,3,1,109.0,1,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,169900.0
188.0,2.0,117,2,2,2,3,2,1,97.3,171.7,65.5,55.7,2319.0,3,1,97.0,7,3.01,3.4,23.0,68.0,4500.0,37.0,42.0,189900.0
189.0,2.0,118,1,1,2,3,2,1,97.3,171.7,65.5,55.7,2300.0,3,1,109.0,1,3.19,3.4,10.0,100.0,5500.0,26.0,32.0,199900.0
191.0,3.0,119,1,1,1,2,2,1,94.5,165.7,64.0,51.4,2221.0,3,1,109.0,1,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,199600.0
